Product_ASIN,URL,Title,Selling Price,MRP,Discount,Rating,Rating_Count,Category,Subcategory,Platform
B0085IATT6,https://www.amazon.in/dp/B0085IATT6?th=1&psc=1&language=en_IN,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",999.0,1999.0,5.0,4.1,26489.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B00A0VCJPI,https://www.amazon.in/dp/B00A0VCJPI?th=1&psc=1&language=en_IN,"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",1299.0,2499.0,48.0,4.1,196239.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B00D3GO8R4,https://www.amazon.in/dp/B00D3GO8R4?th=1&psc=1&language=en_IN,"Tenda N301 Wireless-N300 Easy Setup Router (White, Not a Modem) - RJ45 (single_band, 100 megabits_per_second)",999.0,1100.0,9.0,4.2,14068.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B00KXULGJQ,https://www.amazon.in/dp/B00KXULGJQ?th=1&psc=1&language=en_IN,"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)",1799.0,5499.0,67.0,4.1,60946.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B00LWRFMLW,https://www.amazon.in/dp/B00LWRFMLW?th=1&psc=1&language=en_IN,Voltas Venture Slimline Tower AC (2 Ton White),82900.0,96990.0,15.0,3.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B00LWRR1Q6,https://www.amazon.in/dp/B00LWRR1Q6?th=1&psc=1&language=en_IN,Voltas 1 Ph Rot. SAC C2-N Venture I-Cassette AC (2 Ton White),81990.0,98000.0,16.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B00N2RO63U,https://www.amazon.in/dp/B00N2RO63U?th=1&psc=1&language=en_IN,"TP-Link 5GHz N300 Long Range Outdoor CPE for PtP and PtMP Transmission | Point to Point Wireless Bridge | 13dBi, 15km+ | Passive PoE Powered w/Free PoE Injector | Pharos Control (CPE510) White",4099.0,6999.0,41.0,3.8,5237.0,Computers & Accessories > Networking Devices > Wireless Access Points,Wifi Extender,Amazon
B013SCBJ10,https://www.amazon.in/dp/B013SCBJ10?th=1&psc=1&language=en_IN,Netgear WiFi Range Extender EX6120-Extend Your Internet Wi-Fi up to 1200 sq ft & 20 Devices with AC1200 Dual Band Wireless Signal Booster & Repeater|Compact Wall Plug Design|Easy Set-Up|with LAN Port,1948.0,4999.0,61.0,3.5,8295.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0151AM5UG,https://www.amazon.in/dp/B0151AM5UG?th=1&psc=1&language=en_IN,"Tenda F3 300Mbps Wi-Fi Router, Easy Setup, WPS Button, Parental Control, Bandwidth Control, Wi-Fi Schedule, with 3 * 5dBi High Power External Antennas (White, N300 F3)",1098.0,1400.0,22.0,4.1,6449.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B01IHIZIXA,https://www.amazon.in/dp/B01IHIZIXA?th=1&psc=1&language=en_IN,"Lenovo Tab 3 Essential Tablet (7 inch, 8GB,Wi-Fi Only), Black",3999.0,6300.0,37.0,3.9,899.0,Computers & Accessories > Tablets,Tablets,Amazon
B01MD1SKLL,https://www.amazon.in/dp/B01MD1SKLL?th=1&psc=1&language=en_IN,"TP-Link | AC1200 WiFi Range Extender | Up to 1200Mbps Speed | Dual Band Wireless Extender, Repeater, Signal Booster, Access Point| Easy Set-Up | Extends Internet Wi-Fi (RE305)",2299.0,6499.0,65.0,4.2,20213.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B01MT4T8TN,https://www.amazon.in/dp/B01MT4T8TN?th=1&psc=1&language=en_IN,"TP-Link Omada N300 Outdoor Wireless N Access Point 300Mbps Wi-Fi Waterproof, Dustproof, Lightening Protection, Passive PoE, Free Managing Software (EAP110-Outdoor)",3399.0,5999.0,43.0,3.9,4212.0,Computers & Accessories > Networking Devices > Wireless Access Points,Wifi Extender,Amazon
B075T1YTR9,https://www.amazon.in/dp/B075T1YTR9?th=1&psc=1&language=en_IN,"Lenovo Tab4 10 Tablet (10.1 inch,16GB,Wi-Fi + 4G LTE, Non Calling) Slate Black",5799.0,20990.0,72.0,3.4,1877.0,Computers & Accessories > Tablets,Tablets,Amazon
B0783PHTJJ,https://www.amazon.in/dp/B0783PHTJJ?th=1&psc=1&language=en_IN,"TP-Link RE205 AC750 Universal Wireless Dual Band Range Extender, Broadband/Wi-Fi Extender, WiFi Booster/Hotspot with Ethernet Port, 2 External Antennas, Plug and Play, Smart Signal Indicator, 750Mbps",1899.0,2999.0,37.0,4.2,20213.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B078HRR1XV,https://www.amazon.in/dp/B078HRR1XV?th=1&psc=1&language=en_IN,Wacom CTL-472/K0-CX Digital Drawing Graphics Pen Tablet (Red & Black) Small (6-inch x 3.5-inch)(15x8cm) | Battery Free Cordless Pen with 2048 Pressure Level,3105.0,4699.0,34.0,4.3,15828.0,"Computers & Accessories > Accessories & Peripherals > Keyboards, Mice & Input Devices > Graphic Tablets",Tablets,Amazon
B078L5J7G1,https://www.amazon.in/dp/B078L5J7G1?th=1&psc=1&language=en_IN,D-Link DIR-825 1200Mbps Dual Band Wi-Fi Router | Fast & Reliable Speeds | 2.4 GHz up to 300Mbps & 5 GHz up to 867Mbps | Gigabit Ethernet Ports | High-Gain Antennas | Easy Setup,2249.0,4355.0,48.0,4.2,9133.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B078YNBFXG,https://www.amazon.in/dp/B078YNBFXG?th=1&psc=1&language=en_IN,"XP-Pen StarG640 Graphics Drawing Tablet Pen Tablet (6x4 Size, 8192 Levels of Pressure Sensitivity, Battery Free Stylus and 20 Replacement nibs) Black",2697.0,4499.0,4.0,4.1,6059.0,"Computers & Accessories > Accessories & Peripherals > Keyboards, Mice & Input Devices > Graphic Tablets",Tablets,Amazon
B07DGPYKLP,https://www.amazon.in/dp/B07DGPYKLP?th=1&psc=1&language=en_IN,"Tenda AC10 AC1200 Wireless Smart Dual-Band Gigabit WiFi Router, MU-MIMO, 4 Gigabit Ports, 867Mbps/5 GHz+ 300Mbps /2.4GHz, Support VPN Server, WiFi Schedule, (Black, Not a Modem)",2199.0,4900.0,55.0,4.1,11546.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B07GVR9TG7,https://www.amazon.in/dp/B07GVR9TG7?th=1&psc=1&language=en_IN,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",2399.0,4999.0,52.0,4.4,40971.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B07L44RHC2,https://www.amazon.in/dp/B07L44RHC2?th=1&psc=1&language=en_IN,"TP-Link Deco M4 Whole Home Mesh Wi-Fi System, Seamless Roaming and Speedy (AC1200), Work with Amazon Echo/Alexa, Router and Wi-Fi Booster, Parental Control, Pack of 1, Qualcomm CPU",2599.0,8999.0,71.0,4.3,30586.0,Computers & Accessories > Networking Devices > Whole Home & Mesh Wi-Fi Systems,Wifi Extender,Amazon
B07L45LZP5,https://www.amazon.in/dp/B07L45LZP5?th=1&psc=1&language=en_IN,"TP-Link Deco M4 Whole Home Mesh Wi-Fi System, Seamless Roaming and Speedy (AC1200), Work with Amazon Echo/Alexa, Router and Wi-Fi Booster, Parent Control Router, Pack of 3",7299.0,21999.0,67.0,4.3,30586.0,Computers & Accessories > Networking Devices > Whole Home & Mesh Wi-Fi Systems,Wifi Extender,Amazon
B07P4MSJZ8,https://www.amazon.in/dp/B07P4MSJZ8?th=1&psc=1&language=en_IN,"HUION HS64 Graphics Drawing Tablet Battery-Free Stylus Android Windows macOS with 6.3 x 4 inch Working Area Pen Tablet for Linux, Mac, Windows PC and Android (HS64, 6.3 x 4 inch), Black",2178.0,4499.0,52.0,4.2,4350.0,"Computers & Accessories > Accessories & Peripherals > Keyboards, Mice & Input Devices > Graphic Tablets",Tablets,Amazon
B07YP3T5H7,https://www.amazon.in/dp/B07YP3T5H7?th=1&psc=1&language=en_IN,"TP-Link WiFi 6 AX1500 Mbps Archer AX10,Smart WiFi,Triple-Core CPU, Gigabit, Dual-Band OFDMA, MU-MIMO, Compatible with Alexa, Wireless Router,Black",2999.0,8999.0,67.0,4.3,9578.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B0859M6P2C,https://www.amazon.in/dp/B0859M6P2C?th=1&psc=1&language=en_IN,"TP-Link AX1500 Wi-Fi 6 Range Extender, Up to 1500 Mbps Speed, Next-Gen Dual Band WiFi Booster, Wireless Repeater with Gigabit Port, 2 External Antennas, Easy Set-Up (RE505X)",2899.0,7999.0,64.0,4.0,863.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0859ZJMGF,https://www.amazon.in/dp/B0859ZJMGF?th=1&psc=1&language=en_IN,"Blue Star 2.0 Ton 3 Star Inverter Cassette SAC (Cool Only) ID324MATUR1 AC (Copper, Multiple)",41884.3034482759,71861.5763888889,42.0347222222222,3.1,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B087MRMBRT,https://www.amazon.in/dp/B087MRMBRT?th=1&psc=1&language=en_IN,"Voltas 4 Ton Portable Tower AC (Copper, 48CZMM, White)",26091.7741935484,34537.6451612903,26.7096774193548,2.84285714285714,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
B08954XBS7,https://www.amazon.in/dp/B08954XBS7?th=1&psc=1&language=en_IN,"Cruise 1 Ton Portable AC with Anti-Bacterial Filter (100% Copper, 4-in-1: AC, Dehumidifier, Air Purifier & Fan, 4 Castor Wheels, Quiet Operation, HD Filter, CPCATF-PQ3S12, White & Black)",32990.0,40900.0,19.0,2.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
B08BLL4BFL,https://www.amazon.in/dp/B08BLL4BFL?th=1&psc=1&language=en_IN,"Lenovo Tab M10 HD LED Tablet (10.1-inch, 2GB, 16GB, Cellular, WiFi Calling + WiFi, SLATE Black)",5599.0,20000.0,72.0,2.7,264.0,Computers & Accessories > Tablets,Tablets,Amazon
B08BZLXB3M,https://www.amazon.in/dp/B08BZLXB3M?th=1&psc=1&language=en_IN,"WAVLINK ARIEAL HD2 – AC600 Outdoor WiFi Access Point High Power Dual Band 2.4+5G 600Mbps Wireless Router/AP/Wi-Fi Range Extender 3 in 1 Weatherproof with PoE, Upgrade Version",6959.0,20877.0,67.0,3.8,579.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B08HDL3XJR,https://www.amazon.in/dp/B08HDL3XJR?th=1&psc=1&language=en_IN,"reMarkable Starter Bundle – reMarkable 2 is The Original Paper Tablet | Includes Black and White 10.3” Writing Tablet, Marker Plus Pen with Built-in Eraser",44999.0,4539.0,38.8,4.2,1880.0,"Computers & Accessories > Accessories & Peripherals > Keyboards, Mice & Input Devices > Graphic Tablets",Tablets,Amazon
B08VD1QRLL,https://www.amazon.in/dp/B08VD1QRLL?th=1&psc=1&language=en_IN,(Refurbished) Amazon Basics 1.5 Ton 3 Star 2019 Split AC with Four Stage Air Filtration (Copper White),41884.3034482759,71861.5763888889,42.0347222222222,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B09F9QVDYD,https://www.amazon.in/dp/B09F9QVDYD?th=1&psc=1&language=en_IN,"Voltas 241 CZMM 2 TON Slimline AC, R-32",78990.0,98990.0,20.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B09R4RYCJ4,https://www.amazon.in/dp/B09R4RYCJ4?th=1&psc=1&language=en_IN,"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, MTKM50U, White)",45989.0,67200.0,32.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B09R4SF5SP,https://www.amazon.in/dp/B09R4SF5SP?th=1&psc=1&language=en_IN,"Daikin 0.8 Ton 3 Star, Fixed Speed Split AC (Copper, PM 2.5 Filter, 2022 Model, FTL28U, White)",28490.0,37400.0,24.0,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B09ZZR4YPS,https://www.amazon.in/dp/B09ZZR4YPS?th=1&psc=1&language=en_IN,D-Link M15 | WiFi 6 Speed 1500 Mbps | Pack of 2 - Covers Upto 4000 Sq. Ft.| Dual Band | Gigabit Port |AI Powered Mesh Router |Seamless Whole Home |MTCTE Certified,6299.0,10970.0,43.0,3.6,86.0,Computers & Accessories > Networking Devices > Whole Home & Mesh Wi-Fi Systems,Wifi Extender,Amazon
B0BBFW3G8M,https://www.amazon.in/dp/B0BBFW3G8M?th=1&psc=1&language=en_IN,"Voltas 1.5 Ton 3 Star, Inverter Split AC(Copper, 4 in 1 Adjustable Cooling, Anti-dust Filter, 183V Vectra Platina, White)",34990.0,64990.0,46.0,3.6,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0BD42XC2W,https://www.amazon.in/dp/B0BD42XC2W?th=1&psc=1&language=en_IN,"Nokia T10 Android™ 12 Tablet with 8” HD Display, 8MP Rear Camera, AI face Unlock, All-Day Battery, WiFi + 4G Volte | 3 + 32GB",7330.0,14999.0,51.0,4.0,290.0,Computers & Accessories > Tablets,Tablets,Amazon
B0BD42Z5DL,https://www.amazon.in/dp/B0BD42Z5DL?th=1&psc=1&language=en_IN,"Nokia T10 Android™ 12 Tablet with 8” HD Display, 8MP Rear Camera, AI face Unlock, All-Day Battery, WiFi + 4G Volte | 4 + 64GB",8280.0,15499.0,47.0,4.0,290.0,Computers & Accessories > Tablets,Tablets,Amazon
B0BJJ5FJ6H,https://www.amazon.in/dp/B0BJJ5FJ6H?th=1&psc=1&language=en_IN,"reMarkable Starter Bundle – reMarkable 2 is The Original Paper Tablet | Includes Black and White 10.3” Writing Tablet, Marker Plus Pen with Built-in Eraser",44999.0,4539.0,38.8,4.2,1880.0,"Computers & Accessories > Accessories & Peripherals > Keyboards, Mice & Input Devices > Graphic Tablets",Tablets,Amazon
B0BJLDFNVL,https://www.amazon.in/dp/B0BJLDFNVL?th=1&psc=1&language=en_IN,"Apple iPad (10th Generation): with A14 Bionic chip, 27.69 cm (10.9″) Liquid Retina Display, 256GB, Wi-Fi 6, 12MP front/12MP Back Camera, Touch ID, All-Day Battery Life – Blue",34999.0,49900.0,3.0,4.5,942.0,Computers & Accessories > Tablets,Tablets,Amazon
B0BK1KS6ZD,https://www.amazon.in/dp/B0BK1KS6ZD?th=1&psc=1&language=en_IN,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",37489.0,58400.0,36.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0BK28T4BZ,https://www.amazon.in/dp/B0BK28T4BZ?th=1&psc=1&language=en_IN,"Daikin 1 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, 2024 Model, MTKL35UV16, White)",33489.0,56700.0,41.0,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0BQYB5YVF,https://www.amazon.in/dp/B0BQYB5YVF?th=1&psc=1&language=en_IN,"Voltas 1 Ton 3 star Fixed Speed Window AC (Copper, Sleep Mode, Memory Restart, Anti Dust Filter, WAC 123 Vectra Platina, White)",24912.375,45977.1428571429,39.7142857142857,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0BRKX6FD5,https://www.amazon.in/dp/B0BRKX6FD5?th=1&psc=1&language=en_IN,"Lloyd 1.0 Ton 3 Star Inverter Split AC (5 in 1 Convertible, Copper, Anti-Viral + PM 2.5 Filter, White with Chrome Deco Strip, GLS12I3FWAEA)",29990.0,49990.0,40.0,4.1,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0BRKXY81Z,https://www.amazon.in/dp/B0BRKXY81Z?th=1&psc=1&language=en_IN,"Lloyd 1.5 Ton 3 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Silver Deco Strip, GlW18C3YWSEW)",27840.0,47990.0,42.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0BRKYG6F7,https://www.amazon.in/dp/B0BRKYG6F7?th=1&psc=1&language=en_IN,"Lloyd 1.0 Ton 2 Star Fixed Speed Window AC (Copper, 2023 Model, White with Silver Deco Strip, GLW12C2YWSEW)",24249.0,39990.0,39.0,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0BSJ7KZLJ,https://www.amazon.in/dp/B0BSJ7KZLJ?th=1&psc=1&language=en_IN,"Voltas 1.5 Ton 3 Star, Turbo Mode Window AC (Copper Condenser, Anti-Rust Coating, Anti-Freeze Thermostat, WAC 183 Vectra pearl Window Fixed sp, White)",24912.375,45977.1428571429,39.7142857142857,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0BTDTQZGQ,https://www.amazon.in/dp/B0BTDTQZGQ?th=1&psc=1&language=en_IN,"Honor PAD 8 30.40 cm (12"") 2K Display, Qualcomm Snapdragon 680, 4GB RAM, 128GB Storage, 8 Speakers, Android 12, Tuv Certified Eye Protection, Up to 14 Hours Battery, WiFi Tablet, Metal Body, Blue Hour",14490.0,31999.0,55.0,4.3,183.0,Computers & Accessories > Tablets,Tablets,Amazon
B0BZNWZNSN,https://www.amazon.in/dp/B0BZNWZNSN?th=1&psc=1&language=en_IN,"Blue Star 1.5 Ton 3 Star, 60 Months Warranty, Inverter Split AC (Copper, 5 in 1 Convertible, Turbo Cool, Energy Saver, Blue Fins, ID318YKU, White)",35990.0,61250.0,41.0,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0BZNXBFNK,https://www.amazon.in/dp/B0BZNXBFNK?th=1&psc=1&language=en_IN,"Blue Star 1.5 Ton 3 Star, 60 Months Warranty, Wi-Fi Smart Inverter Split AC (Copper, 5 in 1 Convertible Cooling, 4-Way Swing, Turbo Cool, Voice Command, IC318YNUS, White)",37490.0,64250.0,42.0,3.8,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0C1SHGHSZ,https://www.amazon.in/dp/B0C1SHGHSZ?th=1&psc=1&language=en_IN,"Google Pixel Tablet - Android Tablet With 11-Inch Screen, Smart Home Controls, And Long-Lasting Battery - Hazel - Gb 8.00, Bluetooth, Black",19646.2727272727,30784.8181818182,34.987012987013,4.5,1263.0,Computers & Accessories > Tablets,Tablets,Amazon
B0C3BLXFXK,https://www.amazon.in/dp/B0C3BLXFXK?th=1&psc=1&language=en_IN,"Voltas 1.5 Ton 3 Star Hot & Cold Inverter Split AC (Copper, Anti-dust Filter, SAC 183VH Vectra Platina, White)",41990.0,75990.0,45.0,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0C484X4NY,https://www.amazon.in/dp/B0C484X4NY?th=1&psc=1&language=en_IN,PluvoFan Neck Fan Back-Windy 6000mAh with Cooling Plate Bladeless Portable Quiet Air Conditioner Rechargeable Camping Essentials for Women Men Outdoor Activities Gardening Walking the Dogs(Royal Blue),10327.0,14327.0,28.0,4.3,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
B0C6QYTN7S,https://www.amazon.in/dp/B0C6QYTN7S?th=1&psc=1&language=en_IN,"Xiaomi Pad 6 [Smartchoice]| Qualcomm Snapdragon 870| Powered by HyperOS |144Hz Refresh Rate| 8GB, 256GB| 2.8K+ Display (11-inch/27.81cm) Tablet| Dolby Vision Atmos| Quad Speakers| Wi-Fi| Gray",24999.0,41999.0,4.0,4.5,4031.0,Computers & Accessories > Tablets,Tablets,Amazon
B0C8KL12LY,https://www.amazon.in/dp/B0C8KL12LY?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab S9 Ultra Beige 512GB (CAD Version & Warranty) - AI Enabled, Snapdragon 8 Gen 2 (Gaming), 14"" dynamic AMOLED 2x, 12 GB RAM, Android Tablet, Dex(connectivity), S-Pen, IP68 rating",19646.2727272727,30784.8181818182,34.987012987013,4.7,11.0,Computers & Accessories > Tablets,Tablets,Amazon
B0C9MBP7DJ,https://www.amazon.in/dp/B0C9MBP7DJ?th=1&psc=1&language=en_IN,"Lenovo Tab M10 5G |10.6 inch (26.9cm)| 6 GB, 128 GB Expandable|Wi-Fi+ 5G | 90 Hz, 2K Display (2000x1200)|Dual Speakers with Dolby Atmos |Android 13 | Octa-Core Processor (Abyss Blue, ZACT0030IN)",16999.0,47000.0,64.0,4.1,442.0,Computers & Accessories > Tablets,Tablets,Amazon
B0C9PD7ST6,https://www.amazon.in/dp/B0C9PD7ST6?th=1&psc=1&language=en_IN,"ZAPORA Mini Air Conditioner - Portable, Oscillating Desk Air Conditioner - White - Personal - 3 Speeds - Residential Use",19208.0,38999.0,51.0,2.84285714285714,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
B0C9PF68CY,https://www.amazon.in/dp/B0C9PF68CY?th=1&psc=1&language=en_IN,ZAPORA Mini Air Conditioner - Portable Home Air Cooler (White),22799.0,45739.0,50.0,1.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
B0C9V7RYWD,https://www.amazon.in/dp/B0C9V7RYWD?th=1&psc=1&language=en_IN,"HONOR Pad X9 with Free Flip-Cover 11.5-inch (29.21 cm) 2K Display, Snapdragon 685, 4GB, 128GB Storage, 6 Speakers, Up-to 13 Hours Battery, Android 13, WiFi Tablet, Metal Body, Gray",13999.0,25999.0,46.0,4.3,1479.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CCY3HLCV,https://www.amazon.in/dp/B0CCY3HLCV?th=1&psc=1&language=en_IN,"Lloyd 1.5 Ton 3 Star Inverter Split AC (5 in 1 Convertible, Copper, Anti-Viral + PM 2.5 Filter, White with Chrome Deco Strip, GLS18I3FWAGC)",33290.0,58990.0,44.0,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CD7MDPCF,https://www.amazon.in/dp/B0CD7MDPCF?th=1&psc=1&language=en_IN,realme Pad 2 8 GB RAM 256 GB ROM 11.5 inch with Wi-Fi+4G Tablet (Imagination Grey),18999.0,32999.0,42.0,4.2,442.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CHZ38BPP,https://www.amazon.in/dp/B0CHZ38BPP?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab S9 FE [Smartchoice], RAM 6 GB, ROM 128 GB Expandable, S Pen in-Box, Wi-Fi, IP68 Tablet, Gray",29999.0,44999.0,33.0,4.5,1578.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CJ37FZ28,https://www.amazon.in/dp/B0CJ37FZ28?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab A9+ [Smartchoice], 27.94 cm (11.0 inch) Display, RAM 8 GB, ROM 128 GB Expandable, Wi-Fi Tablet, Navy",18999.0,27999.0,32.0,4.2,2339.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CJ38X1BQ,https://www.amazon.in/dp/B0CJ38X1BQ?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab A9+ [Smartchoice], 27.94 cm (11.0 inch) Display, RAM 8 GB, ROM 128 GB Expandable, Wi-Fi Tablet, Gray",18999.0,27999.0,32.0,4.2,2339.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CJ94X1NV,https://www.amazon.in/dp/B0CJ94X1NV?th=1&psc=1&language=en_IN,"OnePlus Pad Go 28.85Cm 2.4K 7:5 Ratio Readfit Eye Care LCD Display, Dolby Atmos Quad Speakers, Wi-Fi Connectivity Tablet, 8GB RAM 128 GB Storage Expandable Up-to 1TB Asin, Green",17999.0,19999.0,1.0,4.4,2678.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CJ96945H,https://www.amazon.in/dp/B0CJ96945H?th=1&psc=1&language=en_IN,"OnePlus Pad Go 28.85Cm 2.4K 7:5 Ratio Readfit Eye Care LCD Display,Dolby Atmos Quad Speakers,4G LTE(Calling) + Wi-Fi Connectivity Tablet,8Gb Ram 256 Gb Storage Expandable Up-to 1Tb,Green",21999.0,23999.0,8.0,4.4,2678.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CKYQLX72,https://www.amazon.in/dp/B0CKYQLX72?th=1&psc=1&language=en_IN,"Lenovo Tab P12| 12.7 Inch, 3K Display| 8 GB, 256 GB (Expandable Up to 1 TB)| 10200 mAh Battery| JBL Quad Speakers with Dolby Atmos|WiFi 6 Certified| Octa-Core Processor|13 MP Front Camera (ZACH0090IN)",19646.2727272727,30784.8181818182,34.987012987013,4.2,694.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CRHS657M,https://www.amazon.in/dp/B0CRHS657M?th=1&psc=1&language=en_IN,"Godrej 1 Ton 5 Star, 5 Years Comprehensive Warranty, 5-in-1 Convertible Cooling, Inverter Split AC (Copper, Heavy-Duty Cooling at 52 Deg Celcius, AC 1T EI 12IINV5R32-WWR, White)",32990.0,48900.0,33.0,3.8,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CSDKH59L,https://www.amazon.in/dp/B0CSDKH59L?th=1&psc=1&language=en_IN,"SUMLGT Portable Air Conditioner - Small Personal Cooler Quiet Ac Mini Computer Cooling Fan Usb Powered 1/2/3H Timer, 3 Speed",569.0,1499.0,62.0,2.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
